#vuds_ident alpha delta spmask_obs quad slit obj det meanflux sn maxdel rmsdel z_spec zflags id_iau id_candels magi
511010491  150.13061523 2.18390107 F51P005 4 99 1 OK 3.741 2.708 1.358 0.942 0.0 1 VUDS-J100031.34+021102.0 324 24.451
511009107  150.14825439 2.1886549 F51P005 4 118 1 OK 2.026 2.009 1.704 0.972 0.3590 3 VUDS-J100035.57+021119.1 655 24.639
510445964  150.08621216 2.54195905 F51P007 1 52 2 OK 2.032 2.046 1.534 0.715 3.1118 4 VUDS-J100020.69+023231.0 28357 24.668
511454988  150.13702393 2.54127598 F51P007 1 108 1 OK 3.038 2.903 1.566 1.073 2.1374 2 VUDS-J100032.88+023228.5 28308 24.421
5110406464 150.14376831 2.46673608 F51P008 3 5 1 OK 67.781 1.827 1.284 0.786 3.0780 3 VUDS-J100034.50+022800.2 23364 23.955
5101234596 150.15977478 2.37122989 F51P008 3 23 1 OK 150.491 3.146 1.531 0.844 2.4562 3 VUDS-J100038.34+022216.4 16064 23.854
5101225909 150.173 2.42979 F51P008 3 39 3 OK 0.008 0.541 1.72 0.861 2.9054 1 VUDS-J100041.60+022547.2 -99.9 25.521
5101465151 150.1725769 2.47148705 F51P008 3 40 1 OK 15.186 0.578 1.487 0.941 3.7088 3 VUDS-J100041.41+022817.3 23677 24.726
5170129092 150.2016449 2.4576931 F51P008 3 80 1 OK 8.366 0.435 1.597 0.813 0.0000 4 VUDS-J100048.39+022727.6 22786 22.813
511226355  150.06358337 2.42695403 F51P007 4 37 1 OK 4.706 3.867 1.339 0.77 2.5154 4 VUDS-J100015.26+022537.0 20537 24.215
511465281  150.06411743 2.46984291 F51P007 4 38 1 OK 2.137 2.282 1.276 0.713 3.641 33 VUDS-J100015.38+022811.4 23584 24.288
511228062  150.06535339 2.41182208 F51P007 4 39 1 OK 1.708 2.09 1.504 0.674 3.3555 4 VUDS-J100015.68+022442.5 19374 24.403
511235472  150.07931519 2.3653059 F51P007 4 55 1 OK 0.681 0.75 0.756 0.481 2.8462 1 VUDS-J100019.03+022155.1 15561 24.988
511226972  150.07943726 2.42321396 F51P007 4 56 2 OK 2.564 0.907 0.19 0.108 3.1134 3 VUDS-J100019.06+022523.5 20273 24.976
510404248  150.0793457 2.4627049 F51P007 4 57 1 OK 3.035 2.898 2.456 1.07 0.0 3 VUDS-J100019.04+022745.7 23109 23.697
510379326  150.08125305 2.41225696 F51P007 4 58 1 OK 2.339 2.911 2.186 0.965 3.1681 1 VUDS-J100019.49+022444.1 19414 24.256
511229098  150.0953064 2.38647795 F51P007 4 70 1 OK 3.928 5.588 0.547 0.329 1.831 2 VUDS-J100022.87+022311.3 17342 23.542
511231856  150.11193848 2.38848805 F51P007 4 90 1 OK 1.941 1.901 1.696 0.799 2.4983 1 VUDS-J100026.86+022318.5 17482 24.791
511463302  150.12669373 2.48228312 F51P007 4 110 1 OK 1.785 1.725 2.681 1.162 0.6548 3 VUDS-J100030.40+022856.2 24373 24.429
511232795  150.1325531 2.38189197 F51P007 4 111 1 OK 2.313 1.057 0.789 0.43 3.1922 4 VUDS-J100031.81+022254.8 16951 24.025
511224097  150.13305664 2.4385891 F51P007 4 112 1 OK 0.22 0.508 2.253 1.17 3.2627 9 VUDS-J100031.93+022618.9 21387 23.948
511235779  150.134552 2.36363506 F51P007 4 113 1 OK 1.291 0.559 1.662 0.791 2.8201 2 VUDS-J100032.29+022149.0 15414 24.668
511227411  150.13441467 2.420609 F51P007 4 114 1 OK 1.391 1.484 1.733 0.968 3.4145 4 VUDS-J100032.26+022514.1 20090 24.518
519711055  150.13505554 2.48604393 F51P007 4 115 1 OK 0.094 0.326 2.807 1.19 4.815 3 VUDS-J100032.41+022909.7 24631 88.0
