# Keckid  DR1id   DR8id  x  y  ra  dec  field  U_colf  U_colfe  B_colf  B_colfe  V_colf  V_colfe  R_colf  R_colfe  i_colf  i_colfe  z_colf  z_colfe  J_colf  J_colfe  H_colf  H_colfe K_colf  K_colfe  K_totf  K_totfe  ch1_colf  ch1_colfe  ch2_colf  ch2_colfe  ch3_colf  ch3_colfe  ch4_colf  ch4_colfe  Uw  Bw  Vw  Rw  iw  zw  Jw  Hw  Kw  ap_col  ap_tot  f_deblend1  f_deblend2  Kr50  Keps  Kposang  totcor  Kstarclass  Opt_badpix  NIR_badpix  UH_maxflags  K_flags  z_spec
# by R. F. Quadri and R. J. Williams on Tue Aug 21 22:40:39 2012
# note PapID=KeckID-1
# DR1 from Williams+08
# DR8 from Quadri+12
#
# generated by Vy on 11Sept2014
 Keckid  DR1id   DR8id  x  y  ra  dec  field  U_colf  U_colfe  B_colf  B_colfe  V_colf  V_colfe  R_colf  R_colfe  i_colf  i_colfe  z_colf  z_colfe  J_colf  J_colfe  H_colf  H_colfe K_colf  K_colfe  K_totf  K_totfe  ch1_colf  ch1_colfe  ch2_colf  ch2_colfe  ch3_colf  ch3_colfe  ch4_colf  ch4_colfe  Uw  Bw  Vw  Rw  iw  zw  Jw  Hw  Kw  ap_col  ap_tot  f_deblend1  f_deblend2  Kr50  Keps  Kposang  totcor  Kstarclass  Opt_badpix  NIR_badpix  UH_maxflags  K_flags  z_spec   
42549 43092   76090    4822.5760    6941.5610   34.622413   -5.149353      9       0.2124       0.0536       0.3912       0.0144       0.3560       0.0151       0.5630       0.0201       0.7767       0.0193       1.0403       0.0452       3.0292       0.1304       4.1963       0.2651       5.6112       0.1796       7.0520       0.3483      10.2852       0.4144      12.4907       0.5906       6.6762       3.4076      17.6774       4.2435       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0378       1.0423       1.0330       1.8000       2.8863      0      0       0.5204       0.0540     -72.8000      1.076         0.92      0      0           0           0  -99.000
42565 43108   76146    5798.8080    6939.6340   34.567414   -5.149474      9      -0.0283       0.0402       0.0210       0.0163       0.0545       0.0177       0.1405       0.0221       0.3397       0.0226       0.9369       0.0511       3.2559       0.1371       6.1969       0.2757      10.3472       0.1784      13.5989       0.3748      21.0520       0.4447      23.8990       0.5435      22.2164       3.2686      22.3575       4.0361       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0271       1.0341       1.0293       1.8000       3.1254      1      1       0.5288       0.1330     -64.9800      1.059         0.98      0      0           3           3  -99.000
42699 43243   76346    4600.2870    6959.3610   34.634936   -5.148351      9       1.7515       0.0538       2.5215       0.0143       2.6613       0.0145       3.1568       0.0194       3.7123       0.0190       4.6318       0.0456       9.2205       0.1338      11.9326       0.2760      11.9017       0.1802      16.2034       0.4179      17.0603       0.3927      18.2712       0.4132       5.5844       3.0988       7.8363       3.1407       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0325       1.0328       1.0277       1.8000       3.4198      0      0       0.5991       0.0780      81.1900      1.043         0.17      0      0           0           0  -99.000
43090 43646   76975    5768.6510    7012.8810   34.569112   -5.145364      9      -0.0477       0.0429       0.0584       0.0157       0.1431       0.0169       0.2464       0.0220       0.8768       0.0218       1.9405       0.0496       8.5023       0.1354      14.3505       0.2683      21.5685       0.1800      28.8160       0.4324      34.0859       0.3580      36.5492       0.5053      28.4338       2.8341      11.4578       3.8068       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0252       1.0367       1.0230       1.8000       3.4974      0      0       0.5664       0.0150     -88.5500      1.040         0.95      0      0           0           0  -99.000
43159 43715   77112    5447.5260    7034.7800   34.587204   -5.144131      9      -0.0527       0.0273      -0.0074       0.0152       0.0433       0.0159       0.0809       0.0205       0.1647       0.0210       0.5036       0.0470       3.1091       0.1347       5.4382       0.2707       8.0131       0.1777       9.6167       0.3316      13.7042       0.3341      15.7021       0.6243      16.8150       2.4592      14.8653       4.8566       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0463       1.0503       1.0475       1.8000       2.7550      0      0       0.4598       0.0790      77.5000      1.088         0.98      0      0           0           0  -99.000
43178 43734   77195    5039.2830    7028.8860   34.610203   -5.144457      9       0.4827       0.0604       0.7647       0.0159       0.8085       0.0164       1.0379       0.0225       1.4650       0.0217       2.0067       0.0481       4.7558       0.1332       8.2143       0.2729      11.0760       0.1801      16.1315       0.4631      20.7700       0.2408      26.6051       0.4806      21.5459       1.8924      20.1189       3.5686       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0478       1.0508       1.0430       1.8000       3.7305      0      0       0.6470       0.0940      20.9500      1.031         0.06      0      0           0           0  -99.000
43191 43747   77312    5421.1710    7040.4790   34.588688   -5.143811      9       2.0417       0.0475       2.2863       0.0154       2.3163       0.0161       2.3047       0.0204       2.4220       0.0209       2.4666       0.0470       4.3187       0.1353       4.1397       0.2701       4.5541       0.1777       6.9066       0.4631       6.3022       0.3796       7.3548       0.6468       3.8619       2.6069      -0.0022       5.0727       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0443       1.0494       1.0441       1.8000       3.7845      1      1       0.6914       0.0860     -43.9200      1.029         0.03      0      0           3           3  -99.000
43499 44063   77676    6025.9150    7080.6250   34.554618   -5.141565      9       0.5563       0.0445       0.8323       0.0144       1.1320       0.0155       2.1187       0.0209       3.0544       0.0190       3.5806       0.0462       5.6737       0.1360       8.7119       0.2699      10.9911       0.1810      15.6189       0.4283      12.9471       0.4426      10.3820       0.6153       8.2002       3.5619       7.9907       4.5522       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0214       1.0264       1.0113       1.8000       3.4897      1      1       0.6284       0.2410     -87.9300      1.040         0.10      0      0           3           3  -99.000
43606 44170   77946    6155.2110    7082.4500   34.547334   -5.141464      9       0.1199       0.0491       0.4014       0.0150       1.5863       0.0164       4.0272       0.0220       9.3924       0.0217      13.8492       0.0481      25.6365       0.1339      37.5826       0.2753      49.2298       0.1797      68.8589       0.5171      46.0675       0.3753      28.1524       0.5524      21.0960       3.0657       8.9765       4.3361       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0212       1.0195       1.0172       1.8000       4.1415      0      0       0.5884       0.1110     -36.8200      1.020         0.95      0      0           0           0  -99.000
43629 44193   77959    5884.9670    7078.6750   34.562559   -5.141673      9     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000      60.0240       0.1398      88.3420       0.2791     118.7879       0.1851     194.5282       0.6669     118.2331       0.3731      73.9787       0.4694      61.0736       2.7305      34.0976       3.4009       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0179       1.0258       1.0185       1.8000       4.9848      0      0       0.7369       0.1720      86.7100      1.008         0.06      1      0           0           0  -99.000
43664 44229   77929    5430.0370    7106.6660   34.588188   -5.140098      9       1.3895       0.0477       1.7462       0.0155       2.0275       0.0157       3.0495       0.0205       4.2318       0.0211       5.0382       0.0495       5.7408       0.1354       6.9422       0.2718       7.4997       0.1785      11.1326       0.4418       6.8879       0.3796       3.6673       0.5322      -1.3542       2.3754      18.5398       4.0295       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0496       1.0532       1.0446       1.8000       3.6089      1      0       0.6626       0.0880     -82.8900      1.035         0.06      0      0           2           2  -99.000
43872 44438   78345    4949.1340    7149.8650   34.615280   -5.137667      9       0.2889       0.0599       0.4608       0.0152       0.5322       0.0168       0.5855       0.0216       0.8341       0.0225       1.1090       0.0505       2.5825       0.1344       3.6044       0.2767       4.5118       0.1797       5.9757       0.3358       6.8944       0.3102       8.4529       0.5816       5.4322       2.4481       1.2175       4.2457       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0497       1.0516       1.0460       1.8000       2.8110      0      0       0.5375       0.0450      84.3800      1.083         0.91      0      0           0           0  -99.000
43875 44441   78335    5514.7950    7134.6820   34.583413   -5.138527      9       0.0093       0.0609       0.0407       0.0148       0.1152       0.0153       0.3321       0.0201       1.0727       0.0199       2.2441       0.0487       9.5964       0.1331      15.8810       0.2729      23.6672       0.1795      30.5873       0.4091      37.0883       0.3905      36.5222       0.6108      24.1859       3.1649       8.5068       4.6294       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0490       1.0498       1.0451       1.8000       3.3677      0      0       0.5462       0.0640     -70.0200      1.046         0.97      0      0           0           0  -99.000
43956 44523   78471    5892.4000    7148.1860   34.562139   -5.137773      9       0.9968       0.0458       1.2712       0.0156       1.5778       0.0161       2.0144       0.0217       3.1794       0.0205       4.8688       0.0469       7.2046       0.1360       8.7915       0.2741      11.8439       0.1847      19.0320       0.5264      13.9841       0.3514       9.8250       0.4469       4.7948       2.5231       6.9871       3.2929       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0230       1.0290       1.0238       1.8000       4.0723      0      0       0.7331       0.1460     -82.9100      1.021         0.03      0      0           0           0  -99.000
43995 44563   78543    5106.8760    7169.2680   34.606393   -5.136581      9       1.4272       0.0553       1.7277       0.0157       1.7255       0.0155       1.7522       0.0214       1.7707       0.0212       1.9701       0.0476       4.4033       0.1310       3.7388       0.2633       2.9435       0.1781       3.7485       0.3144       4.0937       0.2625       4.0737       0.5435       1.9651       2.1041      -0.5602       4.0825       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0531       1.0639       1.0457       1.8000       2.5784      0      0       0.5389       0.0650      21.4500      1.106         0.50      0      0           0           0  -99.000
44000 44568   78501    5247.1370    7154.6480   34.598492   -5.137403      9       1.4469       0.0472       1.9494       0.0152       2.6532       0.0156       4.5083       0.0200       5.4965       0.0208       6.0698       0.0481       7.7868       0.1310       8.6425       0.2671       9.6216       0.1773      14.0087       0.4570       7.2437       0.2603       5.7131       0.4716       3.5421       1.9144       8.8288       3.5443       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0481       1.0618       1.0481       1.8000       3.7324      1      1       0.6529       0.1200     -71.8100      1.031         0.04      0      0           3           3  -99.000
44081 44650   78712    4931.6040    7122.4900   34.616268   -5.139203      9       3.3019       0.0536       6.1385       0.0153      14.8984       0.0164      23.7903       0.0215      32.4796       0.0225      44.2451       0.0505      73.7411       0.1335     101.3955       0.2741     127.5491       0.1789     230.5140       0.7013      72.6928       0.2647      69.0448       0.4626      39.7173       1.9100     137.8616       3.6038       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0462       1.0508       1.0474       1.8000       5.3272      0      0       0.8128       0.3940      25.2600      1.006         0.03      0      0           0           0  -99.000
44102 44671   78701    5873.1290    7168.4220   34.563225   -5.136637      9     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000       6.9491       0.1384      12.4718       0.2777      16.2107       0.1849      24.0027       0.4942      29.0485       0.3493      34.6538       0.4649      31.1400       2.4967      17.8847       3.4252       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0248       1.0313       1.0198       1.8000       3.8624      0      0       0.6597       0.2260     -67.5000      1.027         0.05      1      0           0           0  -99.000
44291 44860   79048    6002.3720    7210.2710   34.555943   -5.134290      9       0.2564       0.0486       0.4891       0.0144       0.8255       0.0158       0.9995       0.0201       1.0873       0.0184       1.2564       0.0450       1.7307       0.1319       3.0009       0.2652       3.9523       0.1774       5.4653       0.4251       5.0504       0.4035       4.3253       0.5255       5.1632       3.1341      -2.1151       3.8685       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0191       1.0319       1.0213       1.8000       3.4997      0      0       0.6209       0.2530      44.5100      1.040         0.34      0      0           0           0  -99.000
44373 44943   79178    5660.3550    7219.1730   34.575211   -5.133787      9       0.1284       0.0494       0.2103       0.0153       0.3434       0.0179       0.4072       0.0247       0.6075       0.0242       0.8690       0.0536       2.8364       0.1375       4.4267       0.2757       6.7033       0.1791       8.6823       0.3585      11.2831       0.3514      12.2370       0.5749       5.1124       2.8121      -1.1822       4.2986       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0444       1.0445       1.0427       1.8000       2.9743      0      0       0.5331       0.0430     -26.6900      1.069         0.94      0      0           0           0  -99.000
44390 44961   79806    5424.6580    7191.4380   34.588490   -5.135341      9       1.3428       0.0414       1.9749       0.0151       2.7838       0.0158       4.8872       0.0198       6.4697       0.0204       7.9962       0.0470      18.4116       0.1333      27.2705       0.2726      38.8748       0.1784      76.8957       0.7037      65.9350       0.3146      79.5009       0.4244      87.5577       2.3511     103.2787       3.0481       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0526       1.0613       1.0529       1.8000       5.3633      1      1       0.8864       0.2160     -69.9900      1.005         0.03      0      0           3           3    0.551
44403 44975   79157    5596.7350    7225.6940   34.578795   -5.133421      9       0.6130       0.0480       0.9084       0.0146       1.1066       0.0171       1.1495       0.0236       1.2643       0.0202       1.4938       0.0492       2.9096       0.1335       3.4968       0.2694       3.1363       0.1792       4.2717       0.4308       3.4515       0.3536       3.6875       0.5906       0.0331       2.8363       1.3807       4.2082       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0497       1.0514       1.0464       1.8000       3.5204      0      0       0.5935       0.3420      80.5400      1.039         0.31      0      0           0           0  -99.000
44459 45032   79251    4819.0360    7217.6900   34.622608   -5.133860      9       1.4843       0.0514       2.0032       0.0145       2.1425       0.0151       2.4390       0.0209       2.8741       0.0210       3.3728       0.0474       7.6753       0.1305       9.2481       0.2642       9.9812       0.1770      15.6014       0.5106      12.9557       0.2690      13.7977       0.5008      12.5605       2.1305       3.6700       3.9369       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0482       1.0504       1.0462       1.8000       4.1236      0      0       0.7155       0.1830      40.2900      1.020         0.03      0      0           0           0  -99.000
44518 45091   79542    5704.3210    7216.6920   34.572734   -5.133927      9       1.3301       0.0385       1.7879       0.0151       1.8684       0.0179       2.1280       0.0252       2.7027       0.0257       3.8377       0.0554       9.6734       0.1385      12.9637       0.2786      16.7354       0.1797      31.5324       0.6570      23.9655       0.2907      24.1932       0.4132      11.8746       2.2342       6.8217       3.1936       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0379       1.0424       1.0354       1.8000       5.0327      1      0       0.8403       0.3860      39.4400      1.008         0.03      0      0           2           2  -99.000
44552 45125   79538    5442.2390    7202.5590   34.587499   -5.134717      9       0.5906       0.0482       1.8297       0.0151       5.6051       0.0155      14.6988       0.0201      25.1693       0.0205      35.0644       0.0478      56.8774       0.1332      75.7656       0.2736      91.2194       0.1788     158.9722       0.7567      71.7751       0.3514      48.1304       0.4604      41.6626       2.6709      19.5962       3.2708       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0520       1.0572       1.0490       1.8000       5.6897      1      1       0.7773       0.1520      87.8800      1.004         0.05      0      0           3           3  -99.000
44557 45130   79643    5448.5180    7231.0220   34.587145   -5.133120      9       0.0874       0.0479       0.0791       0.0156       0.1591       0.0164       0.3971       0.0221       1.4466       0.0216       3.3309       0.0500      16.3869       0.1333      28.3922       0.2746      46.6368       0.1785      72.7290       0.5797      83.5919       0.3449      86.3100       0.4761      54.3268       2.8253      31.8766       3.5068       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0522       1.0525       1.0497       1.8000       4.5610      1      1       0.7020       0.1480     -79.6200      1.013         0.05      0      0           3           3  -99.000
44587 45161   79296    5812.1470    7224.4920   34.566660   -5.133490      9       1.1447       0.0446       1.6195       0.0180       1.8113       0.0185       2.0334       0.0259       2.3738       0.0252       2.7466       0.0542       5.7703       0.1418       5.9341       0.2823       7.2702       0.1855      12.1347       0.5118       9.3393       0.3102      10.0721       0.4289       7.8142       2.2849       5.9263       3.2245       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0285       1.0320       1.0285       1.8000       3.9655      0      0       0.7686       0.0390     -70.1500      1.024         0.03      0      0           0           0  -99.000
44624 45198   79603    6022.5250    7248.7620   34.554808   -5.132131      9       1.0632       0.0466       1.2827       0.0144       1.5190       0.0163       1.7191       0.0217       2.5747       0.0202       3.3811       0.0444       6.4149       0.1316       8.4888       0.2660      11.5648       0.1775      15.8659       0.4226      17.6590       0.4013      19.2257       0.5008      12.8451       3.2554       5.9086       3.7957       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0223       1.0314       1.0206       1.8000       3.4861      1      0       0.6060       0.2120      41.2200      1.040         0.31      0      0           2           2  -99.000
44713 45289   79721    4934.9440    7261.6240   34.616078   -5.131396      9       0.9385       0.0597       1.2252       0.0153       1.6962       0.0163       3.2688       0.0220       4.5557       0.0220       5.2661       0.0497       7.1955       0.1318       8.5092       0.2710       9.4698       0.1815      12.5526       0.3934       7.8294       0.3189       4.7430       0.5906       5.1698       2.5342       2.6025       4.5566       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0517       1.0573       1.0518       1.8000       3.2221      0      0       0.5719       0.0760      -6.3300      1.053         0.46      0      0           0           0  -99.000
44750 45326   79872    5017.5700    7262.3220   34.611423   -5.131358      9       4.0466       0.0584       5.0866       0.0158       6.0536       0.0176       9.9372       0.0243      12.9830       0.0267      14.4738       0.0536      17.2355       0.1382      19.3425       0.2802      21.7223       0.1815      34.8158       0.5482      19.9499       0.2907      14.0695       0.5188      10.1918       2.1239       6.2968       3.9920       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0497       1.0595       1.0519       1.8000       4.3021      1      1       0.7177       0.1750     -87.7000      1.017         0.04      0      0           3           3  -99.000
44814 45390   79731    4770.6460    7265.9680   34.625334   -5.131150      9       0.6962       0.0514       0.9392       0.0151       1.0076       0.0161       1.0273       0.0212       1.1614       0.0204       1.3486       0.0479       2.7091       0.1306       2.7638       0.2656       3.2470       0.1779       5.3098       0.4485       3.8507       0.2560       3.0699       0.4694       2.8473       2.0004       1.5417       3.8090       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0506       1.0398       1.0460       1.8000       3.6826      0      0       0.7518       0.3530      45.3400      1.033         0.24      0      0           0           0  -99.000
44817 45393   79898    5627.8050    7259.6940   34.577045   -5.131513      9       5.0480       0.0468       6.8853       0.0146      10.7840       0.0178      18.3859       0.0239      21.1897       0.0219      24.3210       0.0505      31.5100       0.1340      39.0598       0.2686      43.7799       0.1800      73.5647       0.5944      31.2721       0.3015      27.5910       0.4896      20.0616       2.4195      34.3336       3.6700       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0460       1.0464       1.0398       1.8000       4.6285      0      0       0.7662       0.2850      63.0900      1.012         0.03      0      0           0           0  -99.000
44867 45443   80021    5796.6990    7293.8510   34.567529   -5.129599      9       0.8717       0.0499       1.4236       0.0174       1.5678       0.0185       1.6067       0.0254       1.6157       0.0271       1.6377       0.0537       2.5936       0.1369       2.6902       0.2782       3.7362       0.1858       4.7690       0.3518       2.7508       0.3862       4.1142       0.5322       4.4045       2.8143       3.3965       3.8950       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0413       1.0322       1.0249       1.8000       2.7960      0      0       0.5513       0.0480     -36.2400      1.084         0.44      0      0           0           0  -99.000
44956 45533   80181    5879.4610    7290.6460   34.562867   -5.129779      9     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000     -99.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0246       1.0338       1.0258       1.8000       3.8001      0      0       0.6860       0.2600      36.8500      1.029         0.03      0      1           0           0  -99.000
44979 45556   80242    5099.2010    7307.4730   34.606824   -5.128826      9       0.9896       0.0523       1.5421       0.0150       1.9773       0.0164       2.3776       0.0217       2.7333       0.0220       2.9468       0.0494       4.3677       0.1316       5.6532       0.2651       6.2529       0.1803       9.5199       0.5060       6.1872       0.3276       5.6772       0.5367       7.4283       2.4526       7.2452       3.9788       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0603       1.0590       1.0495       1.8000       4.0164      0      1       0.6856       0.1780     -86.6300      1.023         0.03      0      0           1           1  -99.000
44984 45561   80221    5463.6910    7295.1700   34.586290   -5.129521      9       0.1368       0.0390       0.3755       0.0159       0.5808       0.0170       0.7933       0.0230       1.3476       0.0223       2.3106       0.0498       6.5508       0.1340       9.7807       0.2739      12.5725       0.1794      19.3642       0.4871      17.0277       0.3341      16.0165       0.4716       5.9439       2.7569      -0.4235       3.2554       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0565       1.0492       1.0532       1.8000       3.9185      0      0       0.6761       0.3000     -37.5300      1.025         0.79      0      0           0           0  -99.000
45092 45671   80353    5198.7160    7317.9810   34.601217   -5.128238      9       1.3088       0.0524       1.5496       0.0152       1.7127       0.0164       2.0368       0.0209       3.0221       0.0213       4.4386       0.0493       5.3512       0.1323       5.8664       0.2705       6.6094       0.1793      10.4034       0.4551       6.8098       0.2885       4.4129       0.4469       1.0807       2.3445       9.9183       3.4561       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0599       1.0731       1.0581       1.8000       3.7085      0      0       0.6799       0.2890      77.5100      1.032         0.66      0      0           0           0  -99.000
45120 45699   80446    5119.0040    7303.7040   34.605708   -5.129038      9       1.4514       0.0523       2.6602       0.0150       6.0271       0.0162       8.7867       0.0216      11.6849       0.0217      14.4128       0.0490      23.1298       0.1311      29.7550       0.2653      36.7394       0.1796      54.4932       0.5163      20.5140       0.3298      18.5654       0.5053       6.9364       2.4173      39.0888       3.9303       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0565       1.0627       1.0532       1.8000       4.1056      1      0       0.6539       0.2140      40.5500      1.021         0.23      0      0           2           2  -99.000
45140 45719   80451    6300.8740    7317.2510   34.539126   -5.128290      9       0.4242       0.0472       0.5840       0.0156       0.6512       0.0159       0.8557       0.0208       1.2489       0.0195       1.7083       0.0455       5.2115       0.1330       8.7370       0.2689      11.2774       0.1814      16.6611       0.4693      21.4837       0.3731      27.6965       0.3975      22.2715       3.0128      23.2927       3.1098       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0228       1.0309       1.0184       1.8000       3.7662      0      0       0.6517       0.2090     -30.1900      1.030         0.07      0      0           0           0  -99.000
45189 45768   80543    5992.9970    7345.0040   34.556470   -5.126730      9       0.0495       0.0480       0.1701       0.0145       0.2608       0.0181       0.2203       0.0232       0.2565       0.0214       0.3556       0.0470       0.6179       0.1393       0.6780       0.2754       1.7399       0.1822       2.1447       0.2641       2.4775       0.4361       2.7173       0.4334       0.6793       3.4318       2.8473       3.2135       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0260       1.0227       1.0202       1.8000       2.1028      0      0       0.4575       0.0430     -71.1800      1.176         0.95      0      0           0           0  -99.000
45321 45900   80754    5753.7650    7360.3980   34.569947   -5.125864      9       1.0586       0.0508       1.2948       0.0178       1.7067       0.0232       1.9458       0.0272       2.7913       0.0294       2.2354       0.0574       2.0769       0.1372       2.3271       0.2791       2.6663       0.1867       3.6793       0.3680       0.9979       0.3428       0.4222       0.5524      -3.1914       2.6665       4.3692       3.8685       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0339       1.0410       1.0390       1.8000       2.9197      0      0       0.5668       0.1170     -74.0100      1.074         0.85      0      0           0           0  -99.000
45422 46002   81207    5250.0450    7354.0960   34.598325   -5.126212      9       0.9353       0.0396       1.4958       0.0152       1.6630       0.0165       2.3839       0.0209       3.3732       0.0205       4.5913       0.0480      11.2489       0.1324      18.2364       0.2698      25.1350       0.1800      45.0787       0.6535      48.3693       0.2907      58.7347       0.4155      39.6909       2.4195      47.3154       3.3304       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0624       1.0619       1.0514       1.8000       5.0126      1      1       0.8124       0.0800      59.9800      1.008         0.03      0      0           3           3  -99.000
45708 46291   81457    5224.4320    7408.4640   34.599767   -5.123161      9       0.9808       0.0503       1.2905       0.0154       1.6659       0.0167       3.1492       0.0215       4.0364       0.0211       4.3776       0.0492       5.6360       0.1328       6.4208       0.2714       6.8877       0.1795      10.1487       0.5110       5.8184       0.2929       3.6673       0.4694       0.0198       2.5452      -2.0115       3.7891       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0634       1.0634       1.0625       1.8000       4.1082      0      0       0.6828       0.1810      45.1600      1.021         0.03      0      0           0           0  -99.000
45732 46315   81561    6313.0570    7391.2080   34.538439   -5.124140      9       6.3532       0.0483       8.6744       0.0161       9.8603       0.0175      10.8251       0.0237      12.1033       0.0221      16.4095       0.0468      27.4350       0.1333      39.9730       0.2750      46.4438       0.1824      85.3342       0.7117      78.7802       0.3406      88.3266       0.3616      72.4233       2.7349      69.5362       2.6886       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0265       1.0336       1.0242       1.8000       5.3231      0      0       0.8371       0.2580     -61.3700      1.006         0.03      0      0           0           0  -99.000
45776 46359   81543    5942.4030    7421.1210   34.559320   -5.122459      9       1.7541       0.0495       2.0409       0.0153       2.1056       0.0172       2.1625       0.0231       2.8259       0.0228       3.3928       0.0500       3.7183       0.1384       3.8570       0.2749       4.0695       0.1838       6.0394       0.4158       4.0221       0.3146       2.6365       0.3458       2.5121       2.5783      -4.1089       2.4658       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0339       1.0306       1.0296       1.8000       3.3274      0      0       0.6761       0.1670      82.8100      1.048         0.04      0      0           0           0  -99.000
45959 46542   81918    5916.8140    7445.0620   34.560761   -5.121115      9       0.1720       0.0431       0.3379       0.0156       0.6152       0.0175       0.8541       0.0239       1.0094       0.0238       1.0316       0.0521       1.6745       0.1402       2.8341       0.2747       3.5632       0.1844       5.7817       0.4467       4.6165       0.2950       6.0388       0.3234       4.3824       2.3577       0.1213       2.3004       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0355       1.0339       1.0295       1.8000       3.5398      0      0       0.7442       0.3390      24.6800      1.038         0.04      0      0           0           0  -99.000
46034 46617   82007    5453.7030    7424.1640   34.586851   -5.122283      9       0.2691       0.0421       0.5360       0.0146       0.8169       0.0156       1.1520       0.0218       2.0304       0.0213       3.3535       0.0484      15.3588       0.1343      25.5653       0.2706      36.7996       0.1780      67.5775       0.7021      68.4169       0.2712      78.4028       0.4267      64.0841       2.2916      48.4976       3.0039       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0574       1.0593       1.0614       1.8000       5.3652      1      0       0.8193       0.0200      44.2200      1.005         0.03      0      0           2           2  -99.000
46179 46762   82214    5783.1780    7484.1530   34.568289   -5.118920      9       0.3740       0.0484       0.6221       0.0157       0.6396       0.0173       0.7683       0.0223       0.9140       0.0241       1.0796       0.0522       2.2111       0.1428       2.3786       0.2853       3.0585       0.1841       4.0171       0.3880       4.6339       0.4144       4.5139       0.4941       3.0348       3.2532      -1.8240       3.4583       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0444       1.0304       1.0315       1.8000       3.1251      1      1       0.5747       0.1830     -74.1700      1.059         0.30      0      0           3           3  -99.000
46298 46881   82870    5610.9740    7454.0220   34.577991   -5.120609      9       0.0021       0.0480       0.2785       0.0156       0.6585       0.0179       1.2586       0.0249       3.7081       0.0239       7.6332       0.0518      35.2677       0.1388      53.8353       0.2745      74.8334       0.1823     129.5820       0.8142     117.4391       0.3710     120.6539       0.5030      86.6446       2.8187      52.0397       3.5906       1.0000       1.0000       1.0000       1.0000       1.0000       1.0000       1.0462       1.0556       1.0439       1.8000       5.9304      0      0       0.7884       0.3090      26.7700      1.003         0.04      0      0           0           0  -99.000
