# FIELD ID_V2.1D ID_V4.0 RA_1       DEC_1     Z_MOSFIRE MASKNAME TARGET id    x       y      ra_2         dec_2       faper_F160W eaper_F160W faper_F140W eaper_F140W f_F160W   e_F160W    w_F160W f_U          e_U         w_U  f_G          e_G         w_G  f_F606W      e_F606W    w_F606W f_R         e_R         w_R  f_I        e_I         w_I  f_F814W     e_F814W    w_F814W f_Z        e_Z        w_Z  f_F125W   e_F125W    w_F125W f_J1        e_J1      w_J1 f_J2      e_J2      w_J2 f_J3        e_J3      w_J3 f_J        e_J       w_J   f_F140W    e_F140W    w_F140W f_H1       e_H1      w_H1 f_H2        e_H2      w_H2 f_H        e_H        w_H  f_K        e_K       w_K  f_Ks        e_Ks       w_Ks f_IRAC1    e_IRAC1   w_IRAC1 f_IRAC2    e_IRAC2   w_IRAC2 f_IRAC3     e_IRAC3  w_IRAC3 f_IRAC4    e_IRAC4  w_IRAC4 tot_cor wmin_ground wmin_hst wmin_irac wmin_wfc3 z_spec star_flag kron_radius a_image b_image theta_J2000 class_star flux_radius fwhm_image flags IRAC1_contam IRAC2_contam IRAC3_contam IRAC4_contam contam_flag f140w_flag use_phot near_star nexp_f125w nexp_f140w nexp_f160w Separation           
  AEGIS 5148     14818   214.947052 52.876198 -1.0      ae2_05   1      14818 21896.1 5638.8 214.947052   52.87619781 3.806015    0.0299208   3.272746    0.05149357  12.3018   0.1747155  0.97    0.8153158    0.05330105  0.66 1.710221     0.03154404  0.75 1.549566     0.07823548 0.72    2.578577    0.0356208   0.78 3.339574   0.04730939  0.71 2.8919      0.1209251  0.69    4.081608   0.1042142  0.58 8.882022  0.1066803  1.0     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  13.03116   0.4628328 0.35  10.57817   0.1664375  0.94    -99.0      -99.0     0.0  -99.0       -99.0     0.0  14.59204   0.5807939  0.93 -99.0      -99.0     0.0  22.76272    0.7576602  0.8  33.3139    1.381978  0.85    41.11763   1.335626  0.87    46.28648    2.305182 0.88    30.57757   2.652585 0.81    1.0284  0.0         0.6894   0.8077    0.9391    -1.0   0         4.05        9.47    3.8     55.4        0.03       8.715       0.0        3     0.629        0.48         0.373        0.892        1           0          1        0         6.0        8.0        6.0        6.84000003620538E-4  
  AEGIS 4877     16066   214.946106 52.876217 -1.0      ae2_05   0      16066 21917.4 5665.7 214.94610596 52.87621689 12.15332    0.02989518  11.27993    0.05173447  94.21814  0.4476802  0.98    11.29489     0.0832428   0.68 18.64706     0.04984333  0.76 29.96733     0.1881671  0.72    38.23088    0.05824827  0.79 48.3811    0.07837712  0.71 49.08248    0.289176   0.69    58.66107   0.1732288  0.58 79.02943  0.2520364  1.0     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  93.12055   0.7853799 0.38  87.44721   0.4010695  0.93    -99.0      -99.0     0.0  -99.0       -99.0     0.0  105.0131   1.005193   0.92 -99.0      -99.0     0.0  122.0684    1.290306   0.86 62.3898    1.126103  0.86    56.34591   1.453191  0.87    35.35202    2.915872 0.88    69.27738   2.513117 0.82    1.0     0.0         0.6936   0.8186    0.9304    -1.0   0         3.5         15.5    13.71   54.8        0.03       16.379      0.0        2     0.155        0.218        0.484        0.164        0           0          1        0         6.0        8.0        6.0        4.0542478003441747E-4
  AEGIS 4262     12512   214.951111 52.869099 2.3153    ae2_05   1      12512 22125.4 5251.1 214.95111084 52.86909866 2.458587    0.03028205  2.077533    0.07103191  5.320837  0.1285213  0.95    1.495808     0.03719627  0.62 1.895858     0.02168787  0.67 2.286233     0.03868408 1.0     2.131152    0.02434615  0.69 2.076421   0.03236145  0.67 2.267244    0.05825797 1.0     2.17946    0.07115424 0.6  3.64002   0.07151937 1.0     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  4.467269   0.3177135 0.36  4.496166   0.1537262  0.49    -99.0      -99.0     0.0  -99.0       -99.0     0.0  6.033282   0.3928194  0.9  -99.0      -99.0     0.0  9.677351    0.5118182  0.87 9.6217     0.1617421 0.81    10.66764   0.1744849 0.82    15.41519    1.749801 0.88    10.24138   1.700721 0.77    1.0491  0.0         0.4935   0.7708    0.4935    -1.0   0         3.96        5.52    4.13    -31.6       0.03       5.979       0.0        2     0.127        0.098        0.055        0.154        0           0          1        0         6.0        4.0        6.0        0.001272426085650549 
  AEGIS 3661     10970   214.967422 52.874561 2.2305    ae2_05   1      10970 21492.8 5013.5 214.96742249 52.87456131 6.959486    0.03669618  6.029623    0.07161818  12.62641  0.141807   0.65    2.150354     0.03614025  0.75 3.957828     0.02113132  0.89 5.136356     0.04408472 0.72    4.694598    0.0237466   0.92 5.114395   0.0318255   0.88 5.901424    0.06708636 0.71    5.650658   0.07003312 0.81 9.424481  0.07407332 0.66    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  11.45627   0.3106334 0.39  10.93939   0.129935   0.49    -99.0      -99.0     0.0  -99.0       -99.0     0.0  13.53562   0.3873542  0.96 -99.0      -99.0     0.0  18.26752    0.5018697  0.87 16.88279   0.1584671 0.85    17.56815   0.1685634 0.82    17.44802    1.711105 0.85    14.37448   1.661088 0.87    1.0573  0.0         0.4855   0.8241    0.4855    -1.0   0         3.51        6.0     4.17    62.0        0.03       4.894       0.0        0     0.086        0.06         0.168        0.199        0           0          1        0         4.0        4.0        4.0        0.001542402926957619 
  AEGIS 2902     9128    214.976212 52.872486 -1.0      ae2_05   1      9128  21381.2 4690.6 214.97621155 52.87248611 10.67173    0.03661541  7.790465    0.07143602  17.90488  0.1465312  0.65    0.1007069    0.03518825  0.82 0.04098724   0.02059422  0.94 0.2235185    0.04064543 0.72    0.161464    0.02308574  0.97 0.2978567  0.03071608  0.9  0.5348646   0.06216474 0.7     0.8766899  0.06739413 0.83 7.244728  0.06771506 0.67    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  8.408962   0.2990071 0.39  13.07074   0.1198544  0.49    -99.0      -99.0     0.0  -99.0       -99.0     0.0  22.79051   0.3722374  0.95 -99.0      -99.0     0.0  35.37101    0.4831992  0.88 63.36289   0.1480151 0.82    72.27054   0.1627291 0.85    75.9664     1.693169 0.88    46.94597   1.645165 0.84    1.0543  0.0         0.488    0.8182    0.488     -1.0   0         3.64        5.16    4.77    44.8        0.03       4.407       0.0        0     0.0030       0.0040       0.0020       0.028        0           0          1        0         4.0        4.0        4.0        0.0010549610104162194
  AEGIS 1303     4519    214.966522 52.846729 2.1357    ae2_05   1      4519  22785.6 3955.9 214.96652222 52.84672928 1.2254      0.03599692  1.008358    0.07073413  2.057387  0.1021027  0.67    0.6641458    0.03445194  0.74 0.9496881    0.02015725  0.88 1.082643     0.04389377 0.62    0.9429947   0.02242075  0.9  0.9488102  0.02969923  0.86 1.076464    0.06576458 0.63    0.9269412  0.06517414 0.79 1.528874  0.06625499 0.7     -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.084249   0.2892063 0.38  1.692984   0.1187592  0.5     -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.891405   0.3585862  0.94 -99.0      -99.0     0.0  1.117116    0.4663274  0.88 1.780743   0.1508725 0.85    1.57395    0.1657653 0.87    -3.337703   1.728958 0.81    2.614173   1.667276 0.79    1.0786  0.0         0.4977   0.7906    0.4977    -1.0   0         4.42        3.77    2.57    2.4         0.02       4.623       0.0        0     0.255        0.295        -0.906       0.0030       0           0          1        0         4.0        4.0        4.0        0.0011157336035510926
  AEGIS 2040     6500    214.987701 52.870071 3.3871    ae2_05   1      6500  21221.7 4279.7 214.98770142 52.87007141 0.9036096   0.03607837  0.4637009   0.0693085   1.371688  0.07144836 0.67    -0.05332066  0.03397859  0.82 0.1239333    0.01977639  0.94 0.3634458    0.03652307 0.73    0.3551803   0.022       0.97 0.5048123  0.02933073  0.9  0.4526082   0.05548935 0.72    0.4053151  0.06456845 0.83 0.792365  0.06083041 0.68    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  0.755115   0.2853985 0.39  0.7039025  0.105211   0.52    -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.530768   0.3530455  0.97 -99.0      -99.0     0.0  1.214834    0.4585949  0.88 3.592346   0.1307182 0.83    4.287959   0.143719  0.84    -0.06471878 1.503132 0.86    9.965259   1.455045 0.87    1.1191  0.0         0.5184   0.8328    0.5184    -1.0   0         3.85        3.32    2.19    -36.3       0.01       3.821       0.0        0     0.0030       0.0030       -0.126       0.03         0           0          1        0         4.0        4.0        4.0        0.0017353850923547335
  AEGIS 13115    37248   214.802948 52.862297 2.95      ae3_04   1      37248 25910.4 9077.3 214.802948   52.86229706 1.324967    0.03322618  0.9794371   0.06820114  3.112662  0.1140355  0.79    0.1194587    0.03733687  0.88 0.782205     0.02190854  0.92 1.0744       0.06269331 0.59    1.242474    0.02478894  0.97 1.377086   0.03326546  0.91 1.363437    0.09204808 0.63    1.452097   0.07325064 0.78 1.770221  0.09083022 0.73    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.732935   0.3254754 0.44  2.30093    0.1602206  0.54    -99.0      -99.0     0.0  -99.0       -99.0     0.0  3.196756   0.4063799  0.94 -99.0      -99.0     0.0  3.737927    0.5202822  1.0  4.422932   0.1494502 0.79    4.581021   0.1644755 0.86    1.9712      1.595113 0.85    2.429582   1.559904 0.8     1.0666  0.0         0.5353   0.7939    0.5353    -1.0   0         3.5         6.21    3.37    -48.6       0.02       6.334       0.0        0     0.238        0.253        0.221        1.092        1           0          1        0         4.0        4.0        4.0        2.160000228380587E-4 
  AEGIS 13196    37115   214.802032 52.862316 -1.0      ae3_04   0      37115 25930.7 9103.1 214.80203247 52.86231613 0.2905941   0.03313202  0.2424626   0.06811434  0.3916588 0.06951337 0.79    0.01880765   0.04019978  0.88 0.1109356    0.02313727  0.92 0.1971185    0.03597146 0.59    0.2379717   0.02588886  0.97 0.2170142  0.03452231  0.91 0.2662611   0.05278271 0.63    0.2552606  0.07531059 0.78 0.2942557 0.05284677 0.71    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  0.3078904  0.3314521 0.45  0.3267878  0.09180359 0.54    -99.0      -99.0     0.0  -99.0       -99.0     0.0  -0.8299835 0.4150686  0.93 -99.0      -99.0     0.0  0.4444364   0.5332657  1.0  -99.0      -99.0     0.0     -99.0      -99.0     0.0     -99.0       -99.0    0.0     0.7582668  2.117045 0.8     1.1113  0.0         0.5367   0.7983    0.5367    -1.0   2         5.86        2.04    1.68    7.3         0.2        3.427       0.0        0     -99.0        -99.0        -99.0        5.154        1           0          1        0         4.0        4.0        4.0        0.0011236180470656516
  AEGIS 11942    33039   214.791473 52.838127 -1.0      ae3_04   1      33039 27285.7 8456.9 214.79147339 52.83812714 0.759383    0.03436952  0.3656639   0.06832007  1.859854  0.1523534  0.74    0.04383239   0.04873256  0.88 -0.01688159  0.02820652  0.92 0.05259738   0.05228014 0.93    0.04159069  0.03182362  0.97 0.02729838 0.0423255   0.91 0.03000753  0.07969028 0.91    0.2523339  0.09247393 0.78 0.5168698 0.09324453 0.76    2.042226    0.3353325 0.14 0.4001251 0.4339476 0.13 3.751651    0.4948371 0.19 -99.0      0.4133515 -99.0 0.8955712  0.1673271  0.53    5.904573   0.824614  0.17 3.117995    0.8255271 0.11 2.343478   0.5106197  0.73 6.319642   0.9678731 0.16 5.579235    0.6563569  0.69 23.32544   0.2123362 0.84    37.60043   0.2331497 0.83    49.85178    2.414217 0.92    60.75006   2.346444 0.8     1.0457  0.1082      0.5335   0.7951    0.5335    -1.0   0         5.95        3.68    2.94    83.7        0.0        6.814       0.0        0     -0.0010      -0.0010      -0.0020      -0.0020      0           0          1        0         4.0        4.0        4.0        9.865653906349172E-4 
  AEGIS 12330    34304   214.8172   52.860832 3.2212    ae3_04   1      34304 25643.4 8626.5 214.81719971 52.86083221 1.580336    0.03329885  1.189825    0.06903289  2.694741  0.116068   0.79    0.04307063   0.03835852  0.88 0.4989339    0.02234419  0.92 0.9422248    0.02934409 1.0     1.105541    0.02506169  0.97 1.296956   0.03334282  0.91 1.39072     0.04341996 1.0     1.560737   0.07298715 0.78 1.761336  0.06591739 0.73    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.376878   0.3243877 0.41  2.028852   0.1177128  0.52    -99.0      -99.0     0.0  -99.0       -99.0     0.0  3.341501   0.4022413  0.87 -99.0      -99.0     0.0  4.900874    0.5180443  0.88 6.311118   0.1945683 0.8     6.941393   0.219146  0.81    2.324274    2.029292 0.85    10.7916    1.966531 0.75    1.0655  0.0         0.5225   0.7498    0.5225    -1.0   0         4.96        3.74    2.85    -23.9       0.03       4.446       0.0        3     0.313        0.349        0.983        -0.0090      1           0          1        0         4.0        4.0        4.0        9.84295196979851E-4  
  AEGIS -9999    33886   214.834763 52.872669 3.3349    ae3_04   1      33886 24690.3 8600.7 214.83476257 52.87266922 0.5896923   0.03473025  -47.9608    -47.9608    1.217234  0.1039063  0.72    -0.01642899  0.04782196  0.88 0.2601729    0.02782129  0.92 0.320151     0.04181096 1.0     0.62992     0.03089634  0.97 0.6199257  0.04109237  0.91 0.6141254   0.06330044 1.0     0.7370763  0.08979576 0.78 0.7874063 0.08255232 0.68    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  -0.3701454 0.3967093 0.35  -99.0      -99.0      0.0     -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.687017   0.4920308  0.87 -99.0      -99.0     0.0  3.923499    0.6297582  0.8  3.426106   0.2236794 0.8     4.12688    0.2386438 0.82    -99.0       -99.0    0.0     1.310443   2.344976 0.78    1.0751  0.0         0.0      0.7759    0.0       -1.0   0         5.53        3.42    1.97    37.0        0.0        5.594       0.0        0     0.489        0.282        -99.0        0.066        0           0          1        0         4.0        0.0        4.0        0.0012248603594682452
  AEGIS 12075    33381   214.839478 52.87376  2.4547    ae3_04   1      33381 24530.2 8513.0 214.83947754 52.87376022 1.196563    0.03534221  1.085638    0.09968434  1.763309  0.09011982 0.7     0.2141368    0.0333051   0.88 0.427485     0.01933654  0.92 0.4878067    0.03183531 0.9     0.5084671   0.02156098  0.97 0.5340082  0.02857914  0.91 0.5184617   0.04872923 0.88    0.5952289  0.06258886 0.78 1.18684   0.05916316 0.68    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.006187   0.2788286 0.36  1.599844   0.1468993  0.25    -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.276901   0.3473274  0.86 -99.0      -99.0     0.0  2.670695    0.4439191  0.72 4.04398    0.1729219 0.81    4.236167   0.1883041 0.83    -99.0       -99.0    0.0     1.567679   1.871116 0.79    1.0872  0.0         0.2506   0.7925    0.2506    -1.0   0         4.35        3.18    2.66    33.5        0.03       3.59        0.0        3     0.244        0.169        -99.0        1.774        1           0          1        0         4.0        2.0        4.0        0.001275264208568021 
  AEGIS 10862    29690   214.833298 52.854904 2.2891    ae3_04   1      29690 25537.8 7951.9 214.83329773 52.85490417 1.431118    0.03357714  1.276042    0.06825002  1.979755  0.07931057 0.77    0.1145825    0.03387043  0.88 0.2953148    0.01959619  0.92 0.3873107    0.02333029 1.0     0.4131263   0.02190239  0.97 0.4290137  0.02911094  0.91 0.5509592   0.03522133 1.0     0.3960896  0.0639301  0.78 1.230937  0.0541416  0.72    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.590986   0.2831793 0.36  1.76523    0.09441455 0.53    -0.5958111 0.5945331 0.02 -99.0       -99.0     0.0  1.924442   0.350935   0.81 -99.0      -99.0     0.0  2.683666    0.4554205  0.79 2.962242   0.1399809 0.84    2.987751   0.1537464 0.88    0.499872    1.586534 0.83    -1.819853  1.541001 0.78    1.0956  0.0         0.5346   0.777     0.5346    -1.0   0         4.17        3.08    2.65    39.7        0.03       3.457       0.0        0     0.195        0.178        2.887        -0.956       1           0          1        0         4.0        4.0        4.0        8.479555919303722E-4 
  AEGIS 9306     25574   214.819473 52.828358 3.0952    ae3_04   1      25574 27076.5 7303.6 214.81947327 52.8283577  1.383562    0.03447776  1.06275     0.06881285  2.262398  0.1119989  0.73    0.1785346    0.03502676  0.88 0.6675161    0.0203736   0.92 1.011432     0.03941983 0.73    1.19335     0.0228968   0.97 1.282555   0.03039826  0.91 1.35094     0.05818783 0.76    1.405647   0.0666763  0.78 1.453804  0.06960576 0.6     1.790292    0.238137  0.35 0.4276641 0.3060674 0.36 0.6874439   0.3495024 0.44 1.393013   0.293634  0.36  1.737807   0.1125226  0.53    0.03946024 0.5847193 0.38 4.429506    0.5806454 0.32 2.768006   0.3679839  0.92 3.045662   0.6774109 0.36 2.444883    0.4737737  0.89 2.928299   0.1635971 0.99    3.266889   0.179812  0.93    2.681717    1.860334 1.0     3.835706   1.81087  1.0     1.0701  0.323       0.5259   0.9276    0.5259    -1.0   0         4.28        3.99    3.21    -40.8       0.02       4.534       0.0        0     0.098        0.075        0.132        0.114        0           0          1        0         4.0        4.0        4.0        0.0012293519347820225
  AEGIS -9999    25622   214.831863 52.838161 -1.0      ae3_04   1      25622 26337.3 7341.5 214.8318634  52.83816147 0.3056207   0.03750673  0.1535853   0.06791576  1.214354  0.1532011  0.62    -0.09331697  0.07696629  0.88 0.1833518    0.04474525  0.92 0.3391081    0.09368826 0.76    0.5173205   0.0500335   0.97 0.7365305  0.06661532  0.91 0.711827    0.141049   0.77    1.00161    0.1454932  0.78 1.123218  0.1735262  0.57    1.039127    0.4862879 0.19 -1.183324 0.6196107 0.2  0.6974693   0.7104483 0.25 0.7155821  0.6439451 0.43  0.6102557  0.2698565  0.54    -0.5430852 1.195456  0.22 0.1637821   1.180268  0.19 1.287281   0.8001349  0.9  4.141547   1.382327  0.22 3.736099    1.03223    0.96 4.190684   0.2598177 0.95    6.634265   0.2860406 1.0     3.906942    2.967241 1.0     13.72682   2.886534 0.96    1.0525  0.1888      0.5398   0.9537    0.5398    -1.0   0         7.29        3.78    1.68    81.7        0.0        10.058      0.0        0     0.0070       0.0040       0.0030       0.0          0           0          1        0         4.0        4.0        4.0        0.0019025030842083441
  AEGIS 9107     25403   214.834183 52.837517 -1.0      ae3_04   0      25403 26312.7 7252.5 214.83418274 52.83751678 2.478033    0.02985634  1.98735     0.06877325  5.310577  0.1335981  0.98    0.3921033    0.03831195  0.88 1.051498     0.02242034  0.92 1.660839     0.05061011 0.76    1.541051    0.02520905  0.97 1.710404   0.03371589  0.91 1.827751    0.07571033 0.77    1.8505     0.07428575 0.78 2.963703  0.0787877  0.81    2.019892    0.2532538 0.23 0.8567802 0.3218948 0.24 4.259841    0.3712065 0.25 2.495847   0.3275135 0.37  4.259013   0.1473853  0.53    4.838197   0.6195069 0.23 8.032482    0.6116808 0.17 6.916382   0.4087064  0.86 4.386302   0.7170646 0.2  7.115772    0.5279456  0.78 7.868761   0.1568554 0.99    8.16281    0.1724394 1.0     8.47375     1.755972 1.0     4.026979   1.708446 1.0     1.0449  0.166       0.5265   0.9873    0.5265    -1.0   0         4.15        5.73    3.94    -35.3       0.03       5.961       0.0        2     0.088        0.097        0.294        0.271        0           0          1        0         4.0        4.0        6.0        9.73118598081641E-4  
  AEGIS 10052    27351   214.858871 52.863686 3.4368    ae3_04   1      27351 24536.4 7586.1 214.85887146 52.86368561 1.191668    0.03557008  1.05288     0.05608182  1.679496  0.07595206 0.69    -0.07389174  0.03095157  0.88 0.3417257    0.01790223  0.92 0.7749197    0.03506437 0.68    0.858498    0.01996641  0.97 1.015506   0.02672922  0.91 1.040039    0.05291242 0.68    1.317541   0.05816299 0.78 1.33546   0.05736028 0.66    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.266708   0.2573376 0.38  1.483893   0.0790398  0.79    -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.487864   0.3210315  0.95 -99.0      -99.0     0.0  2.48589     0.4131929  0.74 2.642503   0.1509909 0.9     2.886673   0.1658649 0.93    6.222548    1.719944 0.86    -99.0      -99.0    0.0     1.1089  0.0         0.6614   0.8622    0.6614    -1.0   0         3.82        3.58    2.32    -56.7       0.02       3.781       0.0        0     0.0030       0.0020       0.015        -99.0        0           0          1        0         4.0        6.0        4.0        0.0017235761467336648
  AEGIS 9394     25664   214.860535 52.85836  3.6337    ae3_04   1      25664 24741.1 7333.4 214.86053467 52.85836029 1.694029    0.03524299  1.542304    0.05739982  2.203111  0.06845317 0.7     -0.06564338  0.03258174  0.88 0.4160633    0.0190442   0.92 1.061669     0.03251506 0.68    1.337316    0.02124937  0.97 1.642013   0.02820486  0.91 1.6767      0.04893404 0.68    1.825172   0.06161291 0.78 2.012781  0.04954705 0.75    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  2.52835    0.271979  0.38  2.00579    0.07464938 0.76    -99.0      -99.0     0.01 -99.0       -99.0     0.0  2.64547    0.3396057  0.91 -99.0      -99.0     0.0  3.031139    0.4376825  0.86 3.400258   0.1422535 0.93    3.909193   0.156464  0.98    8.442994    1.624793 0.89    2.236828   1.577977 0.91    1.1216  0.0         0.6755   0.8907    0.7021    -1.0   0         3.66        3.12    2.5     -50.0       0.05       2.944       0.0        0     0.066        0.067        0.103        0.313        0           0          1        0         4.0        6.0        4.0        0.0012666706951402452
  AEGIS -9999    21309   214.862412 52.842922 -1.0      ae3_04   1      21309 25403.1 6682.1 214.8624115  52.84292221 0.4356579   0.03525924  -30.83861   -30.83861   1.398576  0.1568187  0.7     0.0216102    0.06678403  0.88 0.115854     0.03900297  0.92 0.05676818   0.07699331 0.73    0.1501314   0.04338522  0.97 0.08357722 0.05752681  0.91 -0.01835895 0.1188424  0.7     0.1156752  0.1259306  0.78 0.779981  0.1211011  0.77    1.515096    0.4753522 0.06 1.222051  0.6046444 0.04 0.4537094   0.6989161 0.08 1.463392   0.564951  0.38  -99.0      -99.0      0.0     0.1032084  1.160915  0.08 -0.407362   1.149783  0.02 2.290628   0.6915298  0.95 12.99111   1.344428  0.04 5.802865    0.9029056  0.85 12.25182   0.322987  0.88    18.28942   0.3508526 1.0     28.21045    3.570666 0.93    29.89079   3.467706 0.93    1.0454  0.0216      0.0      0.8786    0.0       -1.0   0         7.0         3.83    2.05    56.9        0.0        7.741       0.0        0     0.121        0.069        0.101        0.074        0           0          1        0         4.0        0.0        4.0        0.001324216242093441 
  AEGIS -9999    20442   214.871231 52.845131 -1.0      ae3_04   1      20442 25095.4 6524.5 214.87123108 52.84513092 2.162567    0.03473799  -54.499     -54.49901   3.928405  0.1188519  0.72    0.02803418   0.03859358  0.88 0.2130942    0.0224852   0.92 0.6591371    0.04357633 0.73    0.8700592   0.02518514  0.97 1.298175   0.03351541  0.91 1.363745    0.06572132 0.74    1.641093   0.07327805 0.78 2.523752  0.0693755  0.75    2.77906     0.2620802 0.02 -99.0     -99.0     0.01 0.6004128   0.385795  0.03 1.427031   0.3233093 0.38  -99.0      -99.0      0.0     -0.5242945 0.6384682 0.04 -99.0       -99.0     0.0  5.199508   0.4044787  0.92 12.07228   0.7353937 0.02 14.04033    0.519784   0.86 20.66146   0.17985   0.87    26.34827   0.1951745 0.98    39.25659    1.984496 0.77    29.41126   1.930901 0.91    1.0668  8.0E-4      0.0      0.7684    0.0       -1.0   0         4.57        3.67    3.32    -52.2       0.03       4.867       0.0        0     0.06         0.037        0.017        0.073        0           0          1        0         4.0        0.0        4.0        3.3645275283019537E-4
  AEGIS -9999    18508   214.868225 52.835556 -1.0      ae3_04   1      18508 25603.8 6235.7 214.8682251  52.83555603 1.57496     0.03495879  -51.04457   -51.04457   3.054606  0.1353691  0.71    -0.02124127  0.03996684  0.88 -8.744425E-4 0.02330876  0.92 0.1284994    0.04690869 0.72    0.005495065 0.02597636  0.97 0.1505917  0.03458904  0.91 0.2239934   0.06845267 0.77    0.3200547  0.07552275 0.78 1.488845  0.07391376 0.75    1.03686     0.2755229 0.11 0.5355913 0.3488128 0.12 1.481992    0.401959  0.16 1.987579   0.3363476 0.37  -99.0      -99.0      0.0     3.302377   0.6725473 0.15 0.2930759   0.6593248 0.07 4.639662   0.4147573  0.93 4.079787   0.7743552 0.11 5.355184    0.5400371  0.81 13.08513   0.1845876 0.86    14.85908   0.2032017 0.9     8.491483    2.107728 0.87    5.674742   2.049664 0.87    1.0572  0.0731      0.0      0.8574    0.0       -1.0   0         5.14        3.87    3.03    62.5        0.02       5.307       0.0        0     0.0          0.0          0.0          0.0          0           0          1        0         4.0        0.0        4.0        2.4281792843341128E-4
  AEGIS 5526     15419   214.864517 52.820393 2.9695    ae3_04   1      15419 26384.2 5749.0 214.86451721 52.82039261 1.203123    0.03603045  1.01754     0.07172764  1.475487  0.05162437 0.67    -0.09657723  0.0318842   0.88 0.09007825   0.01861282  0.92 0.2237458    0.02903098 0.75    0.2501225   0.02073286  0.97 0.3782404  0.02771544  0.91 0.4388281   0.04428239 0.74    0.4405379  0.06080676 0.78 1.054179  0.05091151 0.64    1.344339    0.2130143 0.25 0.9391952 0.2722678 0.22 0.5221996   0.3097725 0.34 0.6103006  0.2681484 0.37  1.247891   0.0879654  0.48    1.869271   0.5240163 0.31 3.457731    0.5149805 0.21 1.962037   0.3327774  0.9  -0.7424127 0.6029787 0.28 1.824485    0.4291277  0.85 5.297813   0.1749678 0.85    7.003853   0.2094844 0.84    7.224074    1.664765 0.88    13.85844   1.599919 0.83    1.1512  0.2143      0.484    0.8324    0.484     -1.0   0         3.5         2.4     2.2     -69.0       0.91       2.327       0.0        0     0.817        0.832        1.414        0.192        1           0          1        0         4.0        4.0        4.0        0.0014764617921455058
  AEGIS 6440     17881   214.894135 52.851681 3.483     ae3_04   1      17881 24258.4 6146.1 214.89413452 52.85168076 0.9155461   0.0365716   0.702324    0.05517937  1.157359  0.05988489 0.65    -0.05020279  0.0353135   0.88 0.3347624    0.02041467  0.92 0.5335819    0.03132558 0.69    0.6954972   0.02278192  0.97 0.718506   0.03039033  0.91 0.7229361   0.04651314 0.71    0.8382201  0.0663473  0.78 0.8615598 0.05047749 0.69    -99.0       -99.0     0.0  -99.0     -99.0     0.0  -99.0       -99.0     0.0  1.726195   0.293051  0.38  0.8878206  0.06975325 0.82    -99.0      -99.0     0.0  -99.0       -99.0     0.0  1.169317   0.3664143  0.94 -99.0      -99.0     0.0  1.251384    0.4705521  0.86 2.109601   0.1832206 0.89    2.335892   0.2014996 0.88    3.692458    1.977862 0.88    -99.0      -99.0    0.0     1.1401  0.0         0.652    0.8767    0.652     -1.0   0         3.7         2.65    2.2     -36.3       0.09       2.903       0.0        0     1.239        1.176        0.115        -99.0        1           0          1        0         4.0        6.0        4.0        0.0013547691195562373
